"Census","School Name","Category","Year Level","Students"
"18 February 2015","St Francis Xavier College","Non Gov","Year 11","177"
"18 February 2015","St Francis Xavier College","Non Gov","Year 10","205"
"18 February 2015","St Francis Xavier College","Non Gov","Year 8","217"
"18 February 2015","St John Paul II College","Non Gov","Year 7","120"
"18 February 2015","St John Paul II College","Non Gov","Year 9","103"
"18 February 2015","St John Paul II College","Non Gov","Year 8","107"
"18 February 2015","St John the Apostle Primary School","Non Gov","Year 6","52"
"18 February 2015","St John the Apostle Primary School","Non Gov","Year 5","61"
"18 February 2015","St John the Apostle Primary School","Non Gov","Year 4","59"
"18 February 2015","St John the Apostle Primary School","Non Gov","Year 3","48"
"18 February 2015","St John the Apostle Primary School","Non Gov","Year 2","55"
"18 February 2015","St John the Apostle Primary School","Non Gov","Year 1","49"
"18 February 2015","St John the Apostle Primary School","Non Gov","Kindergarten","48"
"18 February 2015","St John Vianney's Primary School","Non Gov","Year 5","22"
"18 February 2015","St John Vianney's Primary School","Non Gov","Year 6","31"
"18 February 2015","St John Vianney's Primary School","Non Gov","Year 4","31"
"18 February 2015","St John Vianney's Primary School","Non Gov","Year 3","38"
"18 February 2015","St John Vianney's Primary School","Non Gov","Year 2","38"
"18 February 2015","St John Vianney's Primary School","Non Gov","Year 1","31"
"18 February 2015","St John Vianney's Primary School","Non Gov","Kindergarten","31"
"18 February 2015","St Joseph's Primary School","Non Gov","Year 6","19"
"18 February 2015","St Joseph's Primary School","Non Gov","Year 5","23"
"18 February 2015","St Joseph's Primary School","Non Gov","Year 4","22"
"18 February 2015","St Joseph's Primary School","Non Gov","Year 3","28"
"18 February 2015","St Joseph's Primary School","Non Gov","Year 2","41"
"18 February 2015","St Joseph's Primary School","Non Gov","Year 1","43"
"18 February 2015","St Joseph's Primary School","Non Gov","Preschool","52"
"18 February 2015","St Joseph's Primary School","Non Gov","Kindergarten","43"
"18 February 2015","St Jude's Primary School","Non Gov","Year 6","45"
"18 February 2015","St Jude's Primary School","Non Gov","Year 5","38"
"18 February 2015","St Jude's Primary School","Non Gov","Year 4","42"
"18 February 2015","St Jude's Primary School","Non Gov","Year 3","53"
"18 February 2015","St Jude's Primary School","Non Gov","Year 2","54"
"18 February 2015","St Jude's Primary School","Non Gov","Year 1","55"
"18 February 2015","St Jude's Primary School","Non Gov","Preschool","51"
"18 February 2015","St Jude's Primary School","Non Gov","Kindergarten","49"
"18 February 2015","St Mary MacKillop College","Non Gov","Year 9","325"
"18 February 2015","St Mary MacKillop College","Non Gov","Year 8","325"
"18 February 2015","St Mary MacKillop College","Non Gov","Year 7","350"
"18 February 2015","St Mary MacKillop College","Non Gov","Year 12","279"
"18 February 2015","St Mary MacKillop College","Non Gov","Year 11","266"
"18 February 2015","St Mary MacKillop College","Non Gov","Year 10","328"
"18 February 2015","St Matthew's Primary School","Non Gov","Kindergarten","52"
"18 February 2015","St Matthew's Primary School","Non Gov","Year 6","46"
"18 February 2015","St Matthew's Primary School","Non Gov","Year 5","49"
"18 February 2015","St Matthew's Primary School","Non Gov","Year 4","51"
"18 February 2015","St Matthew's Primary School","Non Gov","Year 3","44"
"18 February 2015","St Matthew's Primary School","Non Gov","Year 2","50"
"18 February 2015","St Matthew's Primary School","Non Gov","Year 1","42"
"18 February 2015","St Michael's Primary School","Non Gov","Year 6","28"
"18 February 2015","St Michael's Primary School","Non Gov","Year 5","32"
"18 February 2015","St Michael's Primary School","Non Gov","Year 4","19"
"18 February 2015","St Michael's Primary School","Non Gov","Year 3","45"
"18 February 2015","St Michael's Primary School","Non Gov","Year 2","39"
"18 February 2015","St Michael's Primary School","Non Gov","Year 1","24"
"18 February 2015","St Michael's Primary School","Non Gov","Kindergarten","25"
"18 February 2015","St Monica's Primary School","Non Gov","Year 6","67"
"18 February 2015","St Monica's Primary School","Non Gov","Year 5","61"
"18 February 2015","St Monica's Primary School","Non Gov","Year 4","74"
"18 February 2015","St Monica's Primary School","Non Gov","Year 3","65"
"18 February 2015","St Monica's Primary School","Non Gov","Year 2","74"
"18 February 2015","St Monica's Primary School","Non Gov","Year 1","77"
"18 February 2015","St Monica's Primary School","Non Gov","Kindergarten","69"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Kindergarten","47"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Year 6","48"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Year 5","45"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Year 4","40"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Year 3","53"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Year 2","57"
"18 February 2015","Sts Peter & Paul Primary School","Non Gov","Year 1","46"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Kindergarten","55"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Year 6","33"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Year 5","36"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Year 4","31"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Year 3","48"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Year 2","44"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Year 1","49"
"18 February 2015","St Thomas Aquinas Primary School","Non Gov","Preschool","58"
"18 February 2015","St Thomas More's Primary School","Non Gov","Kindergarten","26"
"18 February 2015","St Thomas More's Primary School","Non Gov","Year 1","21"
"18 February 2015","St Thomas More's Primary School","Non Gov","Year 2","27"
"18 February 2015","St Thomas More's Primary School","Non Gov","Year 3","29"
"18 February 2015","St Thomas More's Primary School","Non Gov","Year 4","15"
"18 February 2015","St Thomas More's Primary School","Non Gov","Year 5","19"
"18 February 2015","St Thomas More's Primary School","Non Gov","Year 6","25"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Year 6","29"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Year 5","38"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Year 4","29"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Year 3","48"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Year 2","42"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Year 1","51"
"18 February 2015","St Thomas The Apostle Primary School","Non Gov","Kindergarten","49"
"18 February 2015","St Vincent's Primary School","Non Gov","Kindergarten","24"
"18 February 2015","St Vincent's Primary School","Non Gov","Year 1","24"
"18 February 2015","St Vincent's Primary School","Non Gov","Year 2","24"
"18 February 2015","St Vincent's Primary School","Non Gov","Year 3","41"
"18 February 2015","St Vincent's Primary School","Non Gov","Year 4","20"
"18 February 2015","St Vincent's Primary School","Non Gov","Year 5","25"
"18 February 2015","St Vincent's Primary School","Non Gov","Year 6","26"
"18 February 2015","Taqwa School","Non Gov","Year 2","10"
"18 February 2015","Taqwa School","Non Gov","Year 1","3"
"18 February 2015","Taqwa School","Non Gov","Kindergarten","15"
"18 February 2015","Taylor Primary School","Gov","Year 4","26"
"18 February 2015","Taylor Primary School","Gov","Year 3","21"
"18 February 2015","Taylor Primary School","Gov","Year 2","29"
"18 February 2015","Taylor Primary School","Gov","Year 1","28"
"18 February 2015","Taylor Primary School","Gov","Preschool","68"
"18 February 2015","Taylor Primary School","Gov","Year 5","22"
"18 February 2015","Taylor Primary School","Gov","Year 6","27"
"18 February 2015","Taylor Primary School","Gov","Kindergarten","38"
"18 February 2015","Telopea Park School","Gov","Year 9","193"
"18 February 2015","Telopea Park School","Gov","Year 8","205"
"18 February 2015","Telopea Park School","Gov","Year 7","194"
"18 February 2015","Telopea Park School","Gov","Year 6","51"
"18 February 2015","Telopea Park School","Gov","Year 5","45"
"18 February 2015","Telopea Park School","Gov","Year 4","68"
"18 February 2015","Telopea Park School","Gov","Year 3","71"
"18 February 2015","Telopea Park School","Gov","Year 2","70"
"18 February 2015","Telopea Park School","Gov","Year 10","199"
"18 February 2015","Telopea Park School","Gov","Year 1","82"
"18 February 2015","Telopea Park School","Gov","Kindergarten","88"
"18 February 2015","The Canberra College","Gov","Year 12","513"
"18 February 2015","The Canberra College","Gov","Year 11","499"
"18 February 2015","The Canberra College","Gov","Mature","50"
"18 February 2015","Theodore Primary School","Gov","Year 5","38"
"18 February 2015","Theodore Primary School","Gov","Year 3","43"
"18 February 2015","Theodore Primary School","Gov","Year 2","32"
"18 February 2015","Theodore Primary School","Gov","Year 1","29"
"18 February 2015","Theodore Primary School","Gov","Preschool","64"
"18 February 2015","Theodore Primary School","Gov","Kindergarten","40"
"18 February 2015","Theodore Primary School","Gov","Year 6","32"
"18 February 2015","Theodore Primary School","Gov","Year 4","33"
"18 February 2015","The Woden School","Gov","Year 10","16"
"18 February 2015","The Woden School","Gov","Year 9","26"
"18 February 2015","The Woden School","Gov","Year 8","23"
"18 February 2015","The Woden School","Gov","Year 7","14"
"18 February 2015","The Woden School","Gov","Year 12","6"
"18 February 2015","The Woden School","Gov","Year 11","14"
"18 February 2015","Torrens Primary School","Gov","Year 6","59"
"18 February 2015","Torrens Primary School","Gov","Year 5","61"
"18 February 2015","Torrens Primary School","Gov","Year 4","55"
"18 February 2015","Torrens Primary School","Gov","Year 3","61"
"18 February 2015","Torrens Primary School","Gov","Year 2","55"
"18 February 2015","Torrens Primary School","Gov","Year 1","54"
"18 February 2015","Torrens Primary School","Gov","Preschool","85"
"18 February 2015","Torrens Primary School","Gov","Kindergarten","65"
"18 February 2015","Trinity Christian School","Non Gov","Year 3","81"
"18 February 2015","Trinity Christian School","Non Gov","Year 9","105"
"18 February 2015","Trinity Christian School","Non Gov","Year 8","103"
"18 February 2015","Trinity Christian School","Non Gov","Year 7","106"
"18 February 2015","Trinity Christian School","Non Gov","Year 6","81"
"18 February 2015","Trinity Christian School","Non Gov","Year 5","81"
"18 February 2015","Trinity Christian School","Non Gov","Year 4","81"
"18 February 2015","Trinity Christian School","Non Gov","Year 2","69"
"18 February 2015","Trinity Christian School","Non Gov","Year 12","73"
"18 February 2015","Trinity Christian School","Non Gov","Year 11","79"
"18 February 2015","Trinity Christian School","Non Gov","Year 10","101"
"18 February 2015","Trinity Christian School","Non Gov","Year 1","73"
"18 February 2015","Trinity Christian School","Non Gov","Kindergarten","79"
"18 February 2015","Turner School","Gov","Year 6","74"
"18 February 2015","Turner School","Gov","Year 5","67"
"18 February 2015","Turner School","Gov","Year 4","84"
"18 February 2015","Turner School","Gov","Year 3","67"
"18 February 2015","Turner School","Gov","Year 2","82"
"18 February 2015","Turner School","Gov","Year 1","68"
"18 February 2015","Turner School","Gov","Preschool","58"
"18 February 2015","Turner School","Gov","Kindergarten","62"
"18 February 2015","University of Canberra High School Kaleen","Gov","Year 9","53"
"18 February 2015","University of Canberra High School Kaleen","Gov","Year 8","47"
"18 February 2015","University of Canberra High School Kaleen","Gov","Year 7","81"
"18 February 2015","University of Canberra High School Kaleen","Gov","Year 10","49"
"18 February 2015","University of Canberra Senior Secondary College Lake Ginninderra","Gov","Year 12","279"
"18 February 2015","University of Canberra Senior Secondary College Lake Ginninderra","Gov","Year 11","334"
"18 February 2015","University of Canberra Senior Secondary College Lake Ginninderra","Gov","Year 10","9"
"18 February 2015","Wanniassa Hills Primary School","Gov","Year 6","56"
"18 February 2015","Wanniassa Hills Primary School","Gov","Year 5","38"
"18 February 2015","Wanniassa Hills Primary School","Gov","Year 4","61"
"18 February 2015","Wanniassa Hills Primary School","Gov","Year 3","49"
"18 February 2015","Wanniassa Hills Primary School","Gov","Year 2","50"
"18 February 2015","Wanniassa Hills Primary School","Gov","Year 1","46"
"18 February 2015","Wanniassa Hills Primary School","Gov","Preschool","90"
"18 February 2015","Wanniassa Hills Primary School","Gov","Kindergarten","52"
"18 February 2015","Wanniassa School","Gov","Year 9","63"
"18 February 2015","Wanniassa School","Gov","Year 8","39"
"18 February 2015","Wanniassa School","Gov","Year 7","55"
"18 February 2015","Wanniassa School","Gov","Year 6","27"
"18 February 2015","Wanniassa School","Gov","Year 5","35"
"18 February 2015","Wanniassa School","Gov","Year 4","29"
"18 February 2015","Wanniassa School","Gov","Year 3","30"
"18 February 2015","Wanniassa School","Gov","Year 2","29"
"18 February 2015","Wanniassa School","Gov","Year 10","49"
"18 February 2015","Wanniassa School","Gov","Year 1","35"
"18 February 2015","Wanniassa School","Gov","Preschool","50"
"18 February 2015","Wanniassa School","Gov","Kindergarten","30"
"18 February 2015","Weetangera Primary School","Gov","Year 6","66"
"18 February 2015","Weetangera Primary School","Gov","Year 5","49"
"18 February 2015","Weetangera Primary School","Gov","Year 4","64"
"18 February 2015","Weetangera Primary School","Gov","Year 3","65"
"18 February 2015","Weetangera Primary School","Gov","Year 2","58"
"18 February 2015","Weetangera Primary School","Gov","Year 1","49"
